audit_title,physical_cell_id,normalized_condition_token,cycle_presence,cycle_count,cycle_paths,rpt_presence,rpt_count,rpt_paths,after_soh80_presence,after_soh80_count,after_soh80_paths,rpt_0033_presence,rpt_0033_count,rpt_0033_paths,missing_roles,token_collision,relative_path_reuse,content_crc_size_reuse,mapping_status,evidence_note
用户风险接受的候选数据审计,1,LOW C@ 25°C #1,true,6,Cycle Data/1. LOW C@ 25°C #1/1. CYC1-100_0.5C @25°C.csv|Cycle Data/1. LOW C@ 25°C #1/2. CYC101-200_0.5C @25°C.csv|Cycle Data/1. LOW C@ 25°C #1/3. CYC201-300_0.5C @25°C.csv|Cycle Data/1. LOW C@ 25°C #1/4. CYC301-350_0.5C @25°C.csv|Cycle Data/1. LOW C@ 25°C #1/5. CYC351-425_0.5C @25°C.csv|Cycle Data/1. LOW C@ 25°C #1/6. CYC426-465_0.5C @25°C.csv,true,7,RPT Data/1. LOW C@ 25°C #1/0.csv|RPT Data/1. LOW C@ 25°C #1/1.csv|RPT Data/1. LOW C@ 25°C #1/2.csv|RPT Data/1. LOW C@ 25°C #1/3.csv|RPT Data/1. LOW C@ 25°C #1/4.csv|RPT Data/1. LOW C@ 25°C #1/5.csv|RPT Data/1. LOW C@ 25°C #1/6.csv,true,1,After SOH80 Data/1. CYCLE_after_SOH80_LOW C@ 25°C #1.csv,true,1,0.033C RPT Data/1. LOW C@ 25°C #1.csv,,false,false,false,PASS,Leading integer cell ID plus normalized condition token; no directory-order pairing.
用户风险接受的候选数据审计,12,HIGH C@ 25°C #4,true,5,Cycle Data/12. HIGH C@ 25°C #4/1. CYC1-100_3C @25°C.csv|Cycle Data/12. HIGH C@ 25°C #4/2. CYC101-200_3C @25°C.csv|Cycle Data/12. HIGH C@ 25°C #4/3. CYC201-300_3C @25°C.csv|Cycle Data/12. HIGH C@ 25°C #4/4. CYC301-400_3C @25°C.csv|Cycle Data/12. HIGH C@ 25°C #4/5. CYC401-450_3C @25°C.csv,true,6,RPT Data/12. HIGH C@ 25°C #4/0.csv|RPT Data/12. HIGH C@ 25°C #4/1.csv|RPT Data/12. HIGH C@ 25°C #4/2.csv|RPT Data/12. HIGH C@ 25°C #4/3.csv|RPT Data/12. HIGH C@ 25°C #4/4.csv|RPT Data/12. HIGH C@ 25°C #4/5.csv,true,1,After SOH80 Data/12. CYCLE_after_SOH80_HIGH C@ 25°C #4.csv,true,1,0.033C RPT Data/12. HIGH C@ 25°C #4.csv,,false,false,false,PASS,Leading integer cell ID plus normalized condition token; no directory-order pairing.
用户风险接受的候选数据审计,13,1V@ 25°C #1,true,4,Cycle Data/13. 1V@ 25°C #1/1. CYC1-50_1V @25°C.csv|Cycle Data/13. 1V@ 25°C #1/2. CYC51-100_1V @25°C.csv|Cycle Data/13. 1V@ 25°C #1/3. CYC101-150_1V @25°C.csv|Cycle Data/13. 1V@ 25°C #1/4. CYC151-165_1V @25°C.csv,true,5,RPT Data/13. 1V@ 25°C #1/0.csv|RPT Data/13. 1V@ 25°C #1/1.csv|RPT Data/13. 1V@ 25°C #1/2.csv|RPT Data/13. 1V@ 25°C #1/3.csv|RPT Data/13. 1V@ 25°C #1/4.csv,true,1,After SOH80 Data/13. CYCLE_after_SOH80_1V@ 25°C #1.csv,true,1,0.033C RPT Data/13. 1V@ 25°C #1.csv,,false,false,false,PASS,Leading integer cell ID plus normalized condition token; no directory-order pairing.
用户风险接受的候选数据审计,14,1V@ 25°C #2,true,4,Cycle Data/14. 1V@ 25°C #2/1. CYC1-50_1V @25°C.csv|Cycle Data/14. 1V@ 25°C #2/2. CYC51-100_1V @25°C.csv|Cycle Data/14. 1V@ 25°C #2/3. CYC101-150_1V @25°C.csv|Cycle Data/14. 1V@ 25°C #2/4. CYC151-170_1V @25°C.csv,true,5,RPT Data/14. 1V@ 25°C #2/0.csv|RPT Data/14. 1V@ 25°C #2/1.csv|RPT Data/14. 1V@ 25°C #2/2.csv|RPT Data/14. 1V@ 25°C #2/3.csv|RPT Data/14. 1V@ 25°C #2/4.csv,true,1,After SOH80 Data/14. CYCLE_after_SOH80_1V@ 25°C #2.csv,true,1,0.033C RPT Data/14. 1V@ 25°C #2.csv,,false,false,false,PASS,Leading integer cell ID plus normalized condition token; no directory-order pairing.
用户风险接受的候选数据审计,15,1V@ 25°C #3,true,4,Cycle Data/15. 1V@ 25°C #3/1. CYC1-50_1V @25°C.csv|Cycle Data/15. 1V@ 25°C #3/2. CYC51-100_1V @25°C.csv|Cycle Data/15. 1V@ 25°C #3/3. CYC101-150_1V @25°C.csv|Cycle Data/15. 1V@ 25°C #3/4. CYC151-165_1V @25°C.csv,true,5,RPT Data/15. 1V@ 25°C #3/0.csv|RPT Data/15. 1V@ 25°C #3/1.csv|RPT Data/15. 1V@ 25°C #3/2.csv|RPT Data/15. 1V@ 25°C #3/3.csv|RPT Data/15. 1V@ 25°C #3/4.csv,true,1,After SOH80 Data/15. CYCLE_after_SOH80_1V@ 25°C #3.csv,true,1,0.033C RPT Data/15. 1V@ 25°C #3.csv,,false,false,false,PASS,Leading integer cell ID plus normalized condition token; no directory-order pairing.
用户风险接受的候选数据审计,16,1V@ 25°C #4,true,4,Cycle Data/16. 1V@ 25°C #4/1. CYC1-50_1V @25°C.csv|Cycle Data/16. 1V@ 25°C #4/2. CYC51-100_1V @25°C.csv|Cycle Data/16. 1V@ 25°C #4/3. CYC101-150_1V @25°C.csv|Cycle Data/16. 1V@ 25°C #4/4. CYC151-165_1V @25°C.csv,true,5,RPT Data/16. 1V@ 25°C #4/0.csv|RPT Data/16. 1V@ 25°C #4/1.csv|RPT Data/16. 1V@ 25°C #4/2.csv|RPT Data/16. 1V@ 25°C #4/3.csv|RPT Data/16. 1V@ 25°C #4/4.csv,true,1,After SOH80 Data/16. CYCLE_after_SOH80_1V@ 25°C #4.csv,true,1,0.033C RPT Data/16. 1V@ 25°C #4.csv,,false,false,false,PASS,Leading integer cell ID plus normalized condition token; no directory-order pairing.
用户风险接受的候选数据审计,17,4.35V@ 25°C #1,true,5,Cycle Data/17. 4.35V@ 25°C #1/1. CYC1-50_4.35V @25°C.csv|Cycle Data/17. 4.35V@ 25°C #1/2. CYC51-100_4.35V @25°C.csv|Cycle Data/17. 4.35V@ 25°C #1/3. CYC101-150_4.35V @25°C.csv|Cycle Data/17. 4.35V@ 25°C #1/4. CYC151-205_4.35V @25°C.csv|Cycle Data/17. 4.35V@ 25°C #1/5. CYC206-225_4.35V @25°C.csv,true,6,RPT Data/17. 4.35V@ 25°C #1/0.csv|RPT Data/17. 4.35V@ 25°C #1/1.csv|RPT Data/17. 4.35V@ 25°C #1/2.csv|RPT Data/17. 4.35V@ 25°C #1/3.csv|RPT Data/17. 4.35V@ 25°C #1/4.csv|RPT Data/17. 4.35V@ 25°C #1/5.csv,true,1,After SOH80 Data/17. CYCLE_after_SOH80_4.35V@ 25°C #1.csv,true,1,0.033C RPT Data/17. 4.35V@ 25°C #1.csv,,false,false,false,PASS,Leading integer cell ID plus normalized condition token; no directory-order pairing.
用户风险接受的候选数据审计,18,4.35V@ 25°C #2,true,5,Cycle Data/18. 4.35V@ 25°C #2/1. CYC1-50_4.35V @25°C.csv|Cycle Data/18. 4.35V@ 25°C #2/2. CYC51-100_4.35V @25°C.csv|Cycle Data/18. 4.35V@ 25°C #2/3. CYC101-150_4.35V @25°C.csv|Cycle Data/18. 4.35V@ 25°C #2/4. CYC151-205_4.35V@25°C.csv|Cycle Data/18. 4.35V@ 25°C #2/5. CYC206-215_4.35V@25°C.csv,true,6,RPT Data/18. 4.35V@ 25°C #2/0.csv|RPT Data/18. 4.35V@ 25°C #2/1.csv|RPT Data/18. 4.35V@ 25°C #2/2.csv|RPT Data/18. 4.35V@ 25°C #2/3.csv|RPT Data/18. 4.35V@ 25°C #2/4.csv|RPT Data/18. 4.35V@ 25°C #2/5.csv,true,1,After SOH80 Data/18. CYCLE_after_SOH80_4.35V@ 25°C #2.csv,true,1,0.033C RPT Data/18. 4.35V@ 25°C #2.csv,,false,false,false,PASS,Leading integer cell ID plus normalized condition token; no directory-order pairing.
用户风险接受的候选数据审计,19,4.35V@ 25°C #3,true,5,Cycle Data/19. 4.35V@ 25°C #3/1. CYC1-50_4.35V @25°C.csv|Cycle Data/19. 4.35V@ 25°C #3/2. CYC51-100_4.35V @25°C.csv|Cycle Data/19. 4.35V@ 25°C #3/3. CYC101-150_4.35V @25°C.csv|Cycle Data/19. 4.35V@ 25°C #3/4. CYC151-205_4.35V@25°C.csv|Cycle Data/19. 4.35V@ 25°C #3/5. CYC206-220_4.35V @25°C.csv,true,6,RPT Data/19. 4.35V@ 25°C #3/0.csv|RPT Data/19. 4.35V@ 25°C #3/1.csv|RPT Data/19. 4.35V@ 25°C #3/2.csv|RPT Data/19. 4.35V@ 25°C #3/3.csv|RPT Data/19. 4.35V@ 25°C #3/4.csv|RPT Data/19. 4.35V@ 25°C #3/5.csv,true,1,After SOH80 Data/19. CYCLE_after_SOH80_4.35V@ 25°C #3.csv,true,1,0.033C RPT Data/19. 4.35V@ 25°C #3.csv,,false,false,false,PASS,Leading integer cell ID plus normalized condition token; no directory-order pairing.
用户风险接受的候选数据审计,20,4.35V@ 25°C #4,true,5,Cycle Data/20. 4.35V@ 25°C #4/1. CYC1-50_4.35V @25°C.csv|Cycle Data/20. 4.35V@ 25°C #4/2. CYC51-100_4.35V @25°C.csv|Cycle Data/20. 4.35V@ 25°C #4/3. CYC101-150_4.35V @25°C.csv|Cycle Data/20. 4.35V@ 25°C #4/4. CYC151-205_4.35V @25°C.csv|Cycle Data/20. 4.35V@ 25°C #4/5. CYC206-215_4.35V @25°C.csv,true,6,RPT Data/20. 4.35V@ 25°C #4/0.csv|RPT Data/20. 4.35V@ 25°C #4/1.csv|RPT Data/20. 4.35V@ 25°C #4/2.csv|RPT Data/20. 4.35V@ 25°C #4/3.csv|RPT Data/20. 4.35V@ 25°C #4/4.csv|RPT Data/20. 4.35V@ 25°C #4/5.csv,true,1,After SOH80 Data/20. CYCLE_after_SOH80_4.35V@ 25°C #4.csv,true,1,0.033C RPT Data/20. 4.35V@ 25°C #4.csv,,false,false,false,PASS,Leading integer cell ID plus normalized condition token; no directory-order pairing.
用户风险接受的候选数据审计,21,4.5V@ 25°C #1,true,4,Cycle Data/21. 4.5V@ 25°C #1/1. CYC 1-50_4.5V @25°C.csv|Cycle Data/21. 4.5V@ 25°C #1/2. CYC 51-100_4.5V @25°C.csv|Cycle Data/21. 4.5V@ 25°C #1/3. CYC 101-115_4.5V @25°C.csv|Cycle Data/21. 4.5V@ 25°C #1/4. CYC 115-130_4.5V @25°C.csv,true,5,RPT Data/21. 4.5V@ 25°C #1/0.csv|RPT Data/21. 4.5V@ 25°C #1/1.csv|RPT Data/21. 4.5V@ 25°C #1/2.csv|RPT Data/21. 4.5V@ 25°C #1/3.csv|RPT Data/21. 4.5V@ 25°C #1/4.csv,true,1,After SOH80 Data/21. CYCLE_after_SOH80_4.5V@ 25°C #1.csv,true,1,0.033C RPT Data/21. 4.5V@ 25°C #1.csv,,false,false,false,PASS,Leading integer cell ID plus normalized condition token; no directory-order pairing. Cell 21 filename ranges share boundary 115 but actual sampled TotCycle ranges are adjacent 103-118/119-134; endpoint semantics remain separate NOT_VERIFIABLE.
用户风险接受的候选数据审计,22,4.5V@ 25°C #2,true,3,Cycle Data/22. 4.5V@ 25°C #2/1. CYC1-50_4.5V @25°C.csv|Cycle Data/22. 4.5V@ 25°C #2/2. CYC51-100_4.5V @25°C.csv|Cycle Data/22. 4.5V@ 25°C #2/3. CYC101-130_4.5V @25°C.csv,true,4,RPT Data/22. 4.5V@ 25°C #2/0.csv|RPT Data/22. 4.5V@ 25°C #2/1.csv|RPT Data/22. 4.5V@ 25°C #2/2.csv|RPT Data/22. 4.5V@ 25°C #2/3.csv,true,1,After SOH80 Data/22. CYCLE_after_SOH80_4.5V@ 25°C #2.csv,true,1,0.033C RPT Data/22. 4.5V@ 25°C #2.csv,,false,false,false,PASS,Leading integer cell ID plus normalized condition token; no directory-order pairing.
用户风险接受的候选数据审计,23,4.5V@ 25°C #3,true,3,Cycle Data/23. 4.5V@ 25°C #3/1. CYC 1-50_4.5V @25°C.csv|Cycle Data/23. 4.5V@ 25°C #3/2. CYC 51-100_4.5V @25°C.csv|Cycle Data/23. 4.5V@ 25°C #3/3. CYC 101-130_4.5V @25°C.csv,true,4,RPT Data/23. 4.5V@ 25°C #3/0.csv|RPT Data/23. 4.5V@ 25°C #3/1.csv|RPT Data/23. 4.5V@ 25°C #3/2.csv|RPT Data/23. 4.5V@ 25°C #3/3.csv,true,1,After SOH80 Data/23. CYCLE_after_SOH80_4.5V@ 25°C #3.csv,true,1,0.033C RPT Data/23. 4.5V@ 25°C #3.csv,,false,false,false,PASS,Leading integer cell ID plus normalized condition token; no directory-order pairing.
用户风险接受的候选数据审计,24,4.5V@ 25°C #4,true,3,Cycle Data/24. 4.5V@ 25°C #4/1. CYC1-50_4.5V @25°C.csv|Cycle Data/24. 4.5V@ 25°C #4/2. CYC51-100_4.5V @25°C.csv|Cycle Data/24. 4.5V@ 25°C #4/3. CYC101-120_4.5V @25°C.csv,true,4,RPT Data/24. 4.5V@ 25°C #4/0.csv|RPT Data/24. 4.5V@ 25°C #4/1.csv|RPT Data/24. 4.5V@ 25°C #4/2.csv|RPT Data/24. 4.5V@ 25°C #4/3.csv,true,1,After SOH80 Data/24. CYCLE_after_SOH80_4.5V@ 25°C #4.csv,true,1,0.033C RPT Data/24. 4.5V@ 25°C #4.csv,,false,false,false,PASS,Leading integer cell ID plus normalized condition token; no directory-order pairing.
用户风险接受的候选数据审计,25,45°C #1,true,7,Cycle Data/25. 45°C #1/1. CYC1-50_0.5C @45°C.csv|Cycle Data/25. 45°C #1/2. CYC51-100_0.5C @45°C.csv|Cycle Data/25. 45°C #1/3. CYC101-150_0.5C @45°C.csv|Cycle Data/25. 45°C #1/4. CYC151-200_0.5C @45°C.csv|Cycle Data/25. 45°C #1/5. CYC201-250_0.5C @45°C.csv|Cycle Data/25. 45°C #1/6. CYC251-350 0.5C @45°C.csv|Cycle Data/25. 45°C #1/7. CYC351-450 0.5C @45°C.csv,true,8,RPT Data/25. 45°C #1/0.csv|RPT Data/25. 45°C #1/1.csv|RPT Data/25. 45°C #1/2.csv|RPT Data/25. 45°C #1/3.csv|RPT Data/25. 45°C #1/4.csv|RPT Data/25. 45°C #1/5.csv|RPT Data/25. 45°C #1/6.csv|RPT Data/25. 45°C #1/7.csv,true,1,After SOH80 Data/25. CYCLE_after_SOH80_45°C #1.csv,true,1,0.033C RPT Data/25. 45°C #1.csv,,false,false,false,PASS,Leading integer cell ID plus normalized condition token; no directory-order pairing.
