audit_title,zip_member_name,normalized_relative_path,zip_crc32,zip_uncompressed_bytes,extracted_absolute_path,extracted_bytes,extracted_crc32,status,note
用户风险接受的候选数据审计,__MACOSX/Battery raw data/RPT Data/._20. 4.35V@ 25┬░C #4,,c7702b1d,212,,,,MACOSX_METADATA_EXCLUDED,__MACOSX metadata member; excluded from data-tree binding
用户风险接受的候选数据审计,__MACOSX/Battery raw data/RPT Data/._50. LOW C@ 10┬░C #2,,c7702b1d,212,,,,MACOSX_METADATA_EXCLUDED,__MACOSX metadata member; excluded from data-tree binding
用户风险接受的候选数据审计,__MACOSX/Battery raw data/RPT Data/._10. HIGH C@ 25┬░C #2,,c7702b1d,212,,,,MACOSX_METADATA_EXCLUDED,__MACOSX metadata member; excluded from data-tree binding
用户风险接受的候选数据审计,__MACOSX/Battery raw data/RPT Data/._6. LOW C@ 25┬░C #6,,c7702b1d,212,,,,MACOSX_METADATA_EXCLUDED,__MACOSX metadata member; excluded from data-tree binding
用户风险接受的候选数据审计,__MACOSX/Battery raw data/RPT Data/._8. LOW C@ 25┬░C #8,,c7702b1d,212,,,,MACOSX_METADATA_EXCLUDED,__MACOSX metadata member; excluded from data-tree binding
用户风险接受的候选数据审计,__MACOSX/Battery raw data/RPT Data/._27. 45┬░C #3,,c7702b1d,212,,,,MACOSX_METADATA_EXCLUDED,__MACOSX metadata member; excluded from data-tree binding
用户风险接受的候选数据审计,__MACOSX/Battery raw data/RPT Data/._17. 4.35V@ 25┬░C #1,,c7702b1d,212,,,,MACOSX_METADATA_EXCLUDED,__MACOSX metadata member; excluded from data-tree binding
用户风险接受的候选数据审计,__MACOSX/Battery raw data/RPT Data/._32. 45┬░C #8,,c7702b1d,212,,,,MACOSX_METADATA_EXCLUDED,__MACOSX metadata member; excluded from data-tree binding
用户风险接受的候选数据审计,__MACOSX/Battery raw data/RPT Data/._7. LOW C@ 25┬░C #7,,c7702b1d,212,,,,MACOSX_METADATA_EXCLUDED,__MACOSX metadata member; excluded from data-tree binding
用户风险接受的候选数据审计,__MACOSX/Battery raw data/RPT Data/._51. LOW C@ 10┬░C #3,,c7702b1d,212,,,,MACOSX_METADATA_EXCLUDED,__MACOSX metadata member; excluded from data-tree binding
用户风险接受的候选数据审计,__MACOSX/Battery raw data/RPT Data/._26. 45┬░C #2,,c7702b1d,212,,,,MACOSX_METADATA_EXCLUDED,__MACOSX metadata member; excluded from data-tree binding
用户风险接受的候选数据审计,__MACOSX/Battery raw data/RPT Data/._55. LOW C@ 10┬░C #7,,c7702b1d,212,,,,MACOSX_METADATA_EXCLUDED,__MACOSX metadata member; excluded from data-tree binding
用户风险接受的候选数据审计,__MACOSX/Battery raw data/RPT Data/._3. LOW C@ 25┬░C #3,,c7702b1d,212,,,,MACOSX_METADATA_EXCLUDED,__MACOSX metadata member; excluded from data-tree binding
用户风险接受的候选数据审计,__MACOSX/Battery raw data/RPT Data/._33. 45┬░C #9,,c7702b1d,212,,,,MACOSX_METADATA_EXCLUDED,__MACOSX metadata member; excluded from data-tree binding
用户风险接受的候选数据审计,__MACOSX/Battery raw data/RPT Data/._11. HIGH C@ 25┬░C #3,,c7702b1d,212,,,,MACOSX_METADATA_EXCLUDED,__MACOSX metadata member; excluded from data-tree binding
用户风险接受的候选数据审计,__MACOSX/Battery raw data/RPT Data/._25. 45┬░C #1,,c7702b1d,212,,,,MACOSX_METADATA_EXCLUDED,__MACOSX metadata member; excluded from data-tree binding
用户风险接受的候选数据审计,__MACOSX/Battery raw data/RPT Data/._4. LOW C@ 25┬░C #4,,c7702b1d,212,,,,MACOSX_METADATA_EXCLUDED,__MACOSX metadata member; excluded from data-tree binding
用户风险接受的候选数据审计,__MACOSX/Battery raw data/RPT Data/._38. 60┬░C #2,,c7702b1d,212,,,,MACOSX_METADATA_EXCLUDED,__MACOSX metadata member; excluded from data-tree binding
用户风险接受的候选数据审计,__MACOSX/Battery raw data/RPT Data/._46. 60┬░C #10,,c7702b1d,212,,,,MACOSX_METADATA_EXCLUDED,__MACOSX metadata member; excluded from data-tree binding
用户风险接受的候选数据审计,__MACOSX/Battery raw data/RPT Data/._59. HIGH C@ 10┬░C #3,,c7702b1d,212,,,,MACOSX_METADATA_EXCLUDED,__MACOSX metadata member; excluded from data-tree binding
用户风险接受的候选数据审计,__MACOSX/Battery raw data/RPT Data/._39. 60┬░C #3,,c7702b1d,212,,,,MACOSX_METADATA_EXCLUDED,__MACOSX metadata member; excluded from data-tree binding
用户风险接受的候选数据审计,__MACOSX/Battery raw data/RPT Data/._16. 1V@ 25┬░C #4,,c7702b1d,212,,,,MACOSX_METADATA_EXCLUDED,__MACOSX metadata member; excluded from data-tree binding
用户风险接受的候选数据审计,Battery raw data/0.033C RPT Data/30. 45┬░C #6.csv,0.033C RPT Data/30. 45°C #6.csv,fe0349e5,3152543,/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/0.033C RPT Data/30. 45°C #6.csv,3152543,fe0349e5,PASS,RISK_ACCEPTED_SOURCE_BINDING; ZIP mojibake sequence ┬░ normalized to extracted ° when present
用户风险接受的候选数据审计,__MACOSX/Battery raw data/0.033C RPT Data/._30. 45┬░C #6.csv,,c7702b1d,212,,,,MACOSX_METADATA_EXCLUDED,__MACOSX metadata member; excluded from data-tree binding
用户风险接受的候选数据审计,Battery raw data/0.033C RPT Data/55. LOW C@ 10┬░C #7.csv,0.033C RPT Data/55. LOW C@ 10°C #7.csv,ac8a839d,3089645,/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/0.033C RPT Data/55. LOW C@ 10°C #7.csv,3089645,ac8a839d,PASS,RISK_ACCEPTED_SOURCE_BINDING; ZIP mojibake sequence ┬░ normalized to extracted ° when present
用户风险接受的候选数据审计,__MACOSX/Battery raw data/0.033C RPT Data/._55. LOW C@ 10┬░C #7.csv,,c7702b1d,212,,,,MACOSX_METADATA_EXCLUDED,__MACOSX metadata member; excluded from data-tree binding
用户风险接受的候选数据审计,Battery raw data/0.033C RPT Data/32. 45┬░C #8.csv,0.033C RPT Data/32. 45°C #8.csv,43e2cae2,3142149,/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/0.033C RPT Data/32. 45°C #8.csv,3142149,43e2cae2,PASS,RISK_ACCEPTED_SOURCE_BINDING; ZIP mojibake sequence ┬░ normalized to extracted ° when present
用户风险接受的候选数据审计,__MACOSX/Battery raw data/0.033C RPT Data/._32. 45┬░C #8.csv,,c7702b1d,212,,,,MACOSX_METADATA_EXCLUDED,__MACOSX metadata member; excluded from data-tree binding
用户风险接受的候选数据审计,Battery raw data/0.033C RPT Data/49. LOW C@ 10┬░C #1.csv,0.033C RPT Data/49. LOW C@ 10°C #1.csv,0deb9428,3088215,/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/0.033C RPT Data/49. LOW C@ 10°C #1.csv,3088215,0deb9428,PASS,RISK_ACCEPTED_SOURCE_BINDING; ZIP mojibake sequence ┬░ normalized to extracted ° when present
用户风险接受的候选数据审计,__MACOSX/Battery raw data/0.033C RPT Data/._49. LOW C@ 10┬░C #1.csv,,c7702b1d,212,,,,MACOSX_METADATA_EXCLUDED,__MACOSX metadata member; excluded from data-tree binding
用户风险接受的候选数据审计,Battery raw data/0.033C RPT Data/54. LOW C@ 10┬░C #6.csv,0.033C RPT Data/54. LOW C@ 10°C #6.csv,400d58c9,3122779,/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/0.033C RPT Data/54. LOW C@ 10°C #6.csv,3122779,400d58c9,PASS,RISK_ACCEPTED_SOURCE_BINDING; ZIP mojibake sequence ┬░ normalized to extracted ° when present
用户风险接受的候选数据审计,__MACOSX/Battery raw data/0.033C RPT Data/._54. LOW C@ 10┬░C #6.csv,,c7702b1d,212,,,,MACOSX_METADATA_EXCLUDED,__MACOSX metadata member; excluded from data-tree binding
用户风险接受的候选数据审计,Battery raw data/0.033C RPT Data/18. 4.35V@ 25┬░C #2.csv,0.033C RPT Data/18. 4.35V@ 25°C #2.csv,3c714f73,3102053,/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/0.033C RPT Data/18. 4.35V@ 25°C #2.csv,3102053,3c714f73,PASS,RISK_ACCEPTED_SOURCE_BINDING; ZIP mojibake sequence ┬░ normalized to extracted ° when present
用户风险接受的候选数据审计,__MACOSX/Battery raw data/0.033C RPT Data/._18. 4.35V@ 25┬░C #2.csv,,c7702b1d,212,,,,MACOSX_METADATA_EXCLUDED,__MACOSX metadata member; excluded from data-tree binding
用户风险接受的候选数据审计,Battery raw data/0.033C RPT Data/19. 4.35V@ 25┬░C #3.csv,0.033C RPT Data/19. 4.35V@ 25°C #3.csv,2fee0489,3142327,/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/0.033C RPT Data/19. 4.35V@ 25°C #3.csv,3142327,2fee0489,PASS,RISK_ACCEPTED_SOURCE_BINDING; ZIP mojibake sequence ┬░ normalized to extracted ° when present
用户风险接受的候选数据审计,__MACOSX/Battery raw data/0.033C RPT Data/._19. 4.35V@ 25┬░C #3.csv,,c7702b1d,212,,,,MACOSX_METADATA_EXCLUDED,__MACOSX metadata member; excluded from data-tree binding
用户风险接受的候选数据审计,Battery raw data/0.033C RPT Data/51. LOW C@ 10┬░C #3.csv,0.033C RPT Data/51. LOW C@ 10°C #3.csv,5d8b10eb,3080758,/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/0.033C RPT Data/51. LOW C@ 10°C #3.csv,3080758,5d8b10eb,PASS,RISK_ACCEPTED_SOURCE_BINDING; ZIP mojibake sequence ┬░ normalized to extracted ° when present
用户风险接受的候选数据审计,__MACOSX/Battery raw data/0.033C RPT Data/._51. LOW C@ 10┬░C #3.csv,,c7702b1d,212,,,,MACOSX_METADATA_EXCLUDED,__MACOSX metadata member; excluded from data-tree binding
用户风险接受的候选数据审计,Battery raw data/0.033C RPT Data/50. LOW C@ 10┬░C #2.csv,0.033C RPT Data/50. LOW C@ 10°C #2.csv,0c30c8bc,3105589,/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/0.033C RPT Data/50. LOW C@ 10°C #2.csv,3105589,0c30c8bc,PASS,RISK_ACCEPTED_SOURCE_BINDING; ZIP mojibake sequence ┬░ normalized to extracted ° when present
用户风险接受的候选数据审计,__MACOSX/Battery raw data/0.033C RPT Data/._50. LOW C@ 10┬░C #2.csv,,c7702b1d,212,,,,MACOSX_METADATA_EXCLUDED,__MACOSX metadata member; excluded from data-tree binding
用户风险接受的候选数据审计,Battery raw data/0.033C RPT Data/31. 45┬░C #7.csv,0.033C RPT Data/31. 45°C #7.csv,7a5a85fa,3121444,/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/0.033C RPT Data/31. 45°C #7.csv,3121444,7a5a85fa,PASS,RISK_ACCEPTED_SOURCE_BINDING; ZIP mojibake sequence ┬░ normalized to extracted ° when present
用户风险接受的候选数据审计,__MACOSX/Battery raw data/0.033C RPT Data/._31. 45┬░C #7.csv,,c7702b1d,212,,,,MACOSX_METADATA_EXCLUDED,__MACOSX metadata member; excluded from data-tree binding
用户风险接受的候选数据审计,Battery raw data/0.033C RPT Data/25. 45┬░C #1.csv,0.033C RPT Data/25. 45°C #1.csv,3d86434a,3149833,/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/0.033C RPT Data/25. 45°C #1.csv,3149833,3d86434a,PASS,RISK_ACCEPTED_SOURCE_BINDING; ZIP mojibake sequence ┬░ normalized to extracted ° when present
用户风险接受的候选数据审计,__MACOSX/Battery raw data/0.033C RPT Data/._25. 45┬░C #1.csv,,c7702b1d,212,,,,MACOSX_METADATA_EXCLUDED,__MACOSX metadata member; excluded from data-tree binding
用户风险接受的候选数据审计,Battery raw data/0.033C RPT Data/52. LOW C@ 10┬░C #4.csv,0.033C RPT Data/52. LOW C@ 10°C #4.csv,ba5e11ad,3060448,/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/0.033C RPT Data/52. LOW C@ 10°C #4.csv,3060448,ba5e11ad,PASS,RISK_ACCEPTED_SOURCE_BINDING; ZIP mojibake sequence ┬░ normalized to extracted ° when present
用户风险接受的候选数据审计,__MACOSX/Battery raw data/0.033C RPT Data/._52. LOW C@ 10┬░C #4.csv,,c7702b1d,212,,,,MACOSX_METADATA_EXCLUDED,__MACOSX metadata member; excluded from data-tree binding
用户风险接受的候选数据审计,Battery raw data/0.033C RPT Data/53. LOW C@ 10┬░C #5.csv,0.033C RPT Data/53. LOW C@ 10°C #5.csv,b02a9b9f,2948837,/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/0.033C RPT Data/53. LOW C@ 10°C #5.csv,2948837,b02a9b9f,PASS,RISK_ACCEPTED_SOURCE_BINDING; ZIP mojibake sequence ┬░ normalized to extracted ° when present
用户风险接受的候选数据审计,__MACOSX/Battery raw data/0.033C RPT Data/._53. LOW C@ 10┬░C #5.csv,,c7702b1d,212,,,,MACOSX_METADATA_EXCLUDED,__MACOSX metadata member; excluded from data-tree binding
用户风险接受的候选数据审计,Battery raw data/0.033C RPT Data/33. 45┬░C #9.csv,0.033C RPT Data/33. 45°C #9.csv,4bb7a048,3137881,/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/0.033C RPT Data/33. 45°C #9.csv,3137881,4bb7a048,PASS,RISK_ACCEPTED_SOURCE_BINDING; ZIP mojibake sequence ┬░ normalized to extracted ° when present
用户风险接受的候选数据审计,__MACOSX/Battery raw data/0.033C RPT Data/._33. 45┬░C #9.csv,,c7702b1d,212,,,,MACOSX_METADATA_EXCLUDED,__MACOSX metadata member; excluded from data-tree binding
用户风险接受的候选数据审计,Battery raw data/0.033C RPT Data/16. 1V@ 25┬░C #4.csv,0.033C RPT Data/16. 1V@ 25°C #4.csv,fb00d345,2989379,/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/0.033C RPT Data/16. 1V@ 25°C #4.csv,2989379,fb00d345,PASS,RISK_ACCEPTED_SOURCE_BINDING; ZIP mojibake sequence ┬░ normalized to extracted ° when present
用户风险接受的候选数据审计,__MACOSX/Battery raw data/0.033C RPT Data/._16. 1V@ 25┬░C #4.csv,,c7702b1d,212,,,,MACOSX_METADATA_EXCLUDED,__MACOSX metadata member; excluded from data-tree binding
用户风险接受的候选数据审计,Battery raw data/0.033C RPT Data/24. 4.5V@ 25┬░C #4.csv,0.033C RPT Data/24. 4.5V@ 25°C #4.csv,76765adc,3145693,/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/0.033C RPT Data/24. 4.5V@ 25°C #4.csv,3145693,76765adc,PASS,RISK_ACCEPTED_SOURCE_BINDING; ZIP mojibake sequence ┬░ normalized to extracted ° when present
用户风险接受的候选数据审计,__MACOSX/Battery raw data/0.033C RPT Data/._24. 4.5V@ 25┬░C #4.csv,,c7702b1d,212,,,,MACOSX_METADATA_EXCLUDED,__MACOSX metadata member; excluded from data-tree binding
用户风险接受的候选数据审计,Battery raw data/0.033C RPT Data/10. HIGH C@ 25┬░C #2.csv,0.033C RPT Data/10. HIGH C@ 25°C #2.csv,43fa07f8,3163005,/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/0.033C RPT Data/10. HIGH C@ 25°C #2.csv,3163005,43fa07f8,PASS,RISK_ACCEPTED_SOURCE_BINDING; ZIP mojibake sequence ┬░ normalized to extracted ° when present
用户风险接受的候选数据审计,__MACOSX/Battery raw data/0.033C RPT Data/._10. HIGH C@ 25┬░C #2.csv,,c7702b1d,212,,,,MACOSX_METADATA_EXCLUDED,__MACOSX metadata member; excluded from data-tree binding
用户风险接受的候选数据审计,Battery raw data/0.033C RPT Data/47. 60┬░C #11.csv,0.033C RPT Data/47. 60°C #11.csv,a5e7ed48,3160055,/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/0.033C RPT Data/47. 60°C #11.csv,3160055,a5e7ed48,PASS,RISK_ACCEPTED_SOURCE_BINDING; ZIP mojibake sequence ┬░ normalized to extracted ° when present
用户风险接受的候选数据审计,__MACOSX/Battery raw data/0.033C RPT Data/._47. 60┬░C #11.csv,,c7702b1d,212,,,,MACOSX_METADATA_EXCLUDED,__MACOSX metadata member; excluded from data-tree binding
用户风险接受的候选数据审计,Battery raw data/0.033C RPT Data/44. 60┬░C #8.csv,0.033C RPT Data/44. 60°C #8.csv,1c406d1a,3163730,/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/0.033C RPT Data/44. 60°C #8.csv,3163730,1c406d1a,PASS,RISK_ACCEPTED_SOURCE_BINDING; ZIP mojibake sequence ┬░ normalized to extracted ° when present
用户风险接受的候选数据审计,__MACOSX/Battery raw data/0.033C RPT Data/._44. 60┬░C #8.csv,,c7702b1d,212,,,,MACOSX_METADATA_EXCLUDED,__MACOSX metadata member; excluded from data-tree binding
